"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","stimulus","response","task","correct_response","exemplar_ID","category","difficulty","phase","correct","bonus","trial_bonus"
"true","false","[]","[]","[]","preload","0","1","0.0-0.0","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","4145","0.0-1.0","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","4142","Welcome to the Category Matching experiment! Press any key to continue."," ","welcome","","","","","","","",""
"","","","","","html-keyboard-response","2","20188","0.0-2.0","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","16041","
            <p>You will be shown movies. Each movie contains a shape that initially is hidden and is gradually revealed. 
            <p> While you watch a shape being revealed, you have to choose which shape from the two below it is most similar to : </p>
            <div class=""container"">
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_1/prototype_1.png>
                    <span class=""word""><b>Press left arrow key to choose this shape.</b></span>
                </div>
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_2/prototype_2.png >
                    <div class=""word""><b>Press right arrow key to choose this shape.</b></div>
                </div>
            </div>
            <br>
            <p>Press any key to continue.</p>
            "," ","introduction_1","","","","","","","",""
"","","","","","html-keyboard-response","3","34431","0.0-3.0","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","14240","
            <p> After you choose, the screen will show you whether you were correct or not.</p>
            <p><b>You will receive a bonus payment for each correct answer! The faster you answer the higher the bonus will be!</b></p>
            <p> So you can increase your bonus by guessing as quickly and accurately as possible.</p>
            <p><b>You will lose $0.1 from your bonus payment for each incorrect answer! The bonus can not become less than $0.</b> </p>
            <p>Press any key to continue.</p>
    "," ","introduction_2","","","","","","","",""
"","","","","","html-keyboard-response","4","40572","0.0-4.0","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","6140","
            <p> <b>The first 10 shapes are a practice round that will not count towards your bonus payment.</b></p>
            <p> You will be notified when practice finishes and the test begins. </p>
            <p> Press any key to begin the practice round.</p>
            "," ","introduction_3","","","","","","","",""
"","","","","","html-keyboard-response","5","45674","0.0-5.0-0.0","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","5099","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <p> Please press any key to continue to the next movie.</p>
            <p> Remember your choices : <p>
            <div class=""container"">
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_1/prototype_1.png>
                    <span class=""word""><b>Press left arrow key if the shape looks like this one.</b></span>
                </div>
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_2/prototype_2.png>
                    <div class=""word""><b>Press right arrow key if the shape looks like this one.</b></div>
                </div>
            </div>
        "," ","ITI","","","","","","","",""
"","","","","","html-keyboard-response","6","48235","0.0-5.0-1.0","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","2554","./stimuli//pack_noise_shapes_3/cat_2/diff_1/ex_2_1_3.mp4","arrowleft","response","ArrowRight","3","2","1","train","false","",""
"","","","","","html-keyboard-response","7","53245","0.0-5.0-2.0","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","null","<p> <font color=""red"" size=""5vw""> Wrong category! </font> </p>","null","feedback","","","","","","","0","0"
"","","","","","html-keyboard-response","8","57741","0.0-5.0-0.1","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","4494","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <p> Please press any key to continue to the next movie.</p>
            <p> Remember your choices : <p>
            <div class=""container"">
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_1/prototype_1.png>
                    <span class=""word""><b>Press left arrow key if the shape looks like this one.</b></span>
                </div>
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_2/prototype_2.png>
                    <div class=""word""><b>Press right arrow key if the shape looks like this one.</b></div>
                </div>
            </div>
        "," ","ITI","","","","","","","",""
"","","","","","html-keyboard-response","9","60112","0.0-5.0-1.1","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","2368","./stimuli//pack_noise_shapes_3/cat_1/diff_1/ex_1_1_13.mp4","arrowleft","response","ArrowLeft","13","1","1","train","true","",""
"","","","","","html-keyboard-response","10","61616","0.0-5.0-2.1","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","null","<p> <font color=""green"" size=""5vw""> Correct category! </font> </p>","null","feedback","","","","","","","0","0"
"","","","","","html-keyboard-response","11","63072","0.0-5.0-0.2","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","1455","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <p> Please press any key to continue to the next movie.</p>
            <p> Remember your choices : <p>
            <div class=""container"">
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_1/prototype_1.png>
                    <span class=""word""><b>Press left arrow key if the shape looks like this one.</b></span>
                </div>
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_2/prototype_2.png>
                    <div class=""word""><b>Press right arrow key if the shape looks like this one.</b></div>
                </div>
            </div>
        "," ","ITI","","","","","","","",""
"","","","","","html-keyboard-response","12","65661","0.0-5.0-1.2","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","2586","./stimuli//pack_noise_shapes_3/cat_1/diff_1/ex_1_1_4.mp4","arrowleft","response","ArrowLeft","4","1","1","train","true","",""
"","","","","","html-keyboard-response","13","67165","0.0-5.0-2.2","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","null","<p> <font color=""green"" size=""5vw""> Correct category! </font> </p>","null","feedback","","","","","","","0","0"
"","","","","","html-keyboard-response","14","68352","0.0-5.0-0.3","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","1185","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <p> Please press any key to continue to the next movie.</p>
            <p> Remember your choices : <p>
            <div class=""container"">
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_1/prototype_1.png>
                    <span class=""word""><b>Press left arrow key if the shape looks like this one.</b></span>
                </div>
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_2/prototype_2.png>
                    <div class=""word""><b>Press right arrow key if the shape looks like this one.</b></div>
                </div>
            </div>
        "," ","ITI","","","","","","","",""
"","","","","","html-keyboard-response","15","70547","0.0-5.0-1.3","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","2191","./stimuli//pack_noise_shapes_3/cat_2/diff_2/ex_2_2_6.mp4","arrowright","response","ArrowRight","6","2","2","train","true","",""
"","","","","","html-keyboard-response","16","72059","0.0-5.0-2.3","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","null","<p> <font color=""green"" size=""5vw""> Correct category! </font> </p>","null","feedback","","","","","","","0","0"
"","","","","","html-keyboard-response","17","72607","0.0-5.0-0.4","652c087ba639f4cb5c2974ce","65801700b94e79b0c0532bf4","6580192c8efab1fba4ec81ed","546","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <p> Please press any key to continue to the next movie.</p>
            <p> Remember your choices : <p>
            <div class=""container"">
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_1/prototype_1.png>
                    <span class=""word""><b>Press left arrow key if the shape looks like this one.</b></span>
                </div>
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_2/prototype_2.png>
                    <div class=""word""><b>Press right arrow key if the shape looks like this one.</b></div>
                </div>
            </div>
        "," ","ITI","","","","","","","",""
